,negative,anticipation,anger,surprise,positive,fear,sadness,disgust,trust,joy
1623,1.0,,,,1.0,,,,,
1624,1.0,,,,1.0,,,,,
1625,1.0,,,,1.0,,,,,
1626,1.0,,,,,,,,,
1627,,,,,,1.0,,,,
1628,,,,,1.0,,,,,
1629,1.0,,,,,,,,,
1630,1.0,,,,,,,,,
1631,1.0,,,,,,,,,
1632,1.0,,,,,1.0,1.0,,1.0,
1633,2.0,3.0,1.0,1.0,,2.0,1.0,1.0,,
1634,,,,,1.0,,,,,
1635,,,,,,1.0,,,,
1636,,1.0,,1.0,1.0,,,,1.0,1.0
1637,,,,,,,,,,
1638,1.0,,1.0,1.0,,1.0,,,,
1639,1.0,,2.0,,1.0,,,,,
1640,,,,,,1.0,,,,
1641,2.0,1.0,,1.0,,2.0,1.0,,1.0,
1642,,,,,,1.0,,,,
1643,,,,,,,,,,
1644,,,,,1.0,,,,,
1645,1.0,1.0,,,,1.0,1.0,,1.0,
1646,1.0,,1.0,,,1.0,,,,
1647,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
1648,1.0,,1.0,,1.0,,,,1.0,
1649,,,,,1.0,,,,,
1650,,,,,,,,,,
1651,2.0,,,,,,1.0,,,
1652,,1.0,,,1.0,,,,,
1653,,,,,,,,,,
1654,,,,,,,,,,
1655,,1.0,,,2.0,1.0,,,1.0,1.0
1656,,1.0,,,,,,,,
1657,1.0,1.0,,,,,,,,
1658,1.0,1.0,1.0,,2.0,,,,1.0,3.0
1659,,,,,1.0,,,,,
1660,,,,,,,,,,
1661,,,,,,,,,,
1662,,,,,,,,,,
1663,,,,,,,,,,
1664,,,,1.0,,,,,,
1665,1.0,,,,,,,,,
1666,1.0,,,,3.0,,,,,
1667,,1.0,,1.0,1.0,,,,1.0,1.0
1668,1.0,1.0,,,,1.0,1.0,,1.0,
1669,1.0,,1.0,,,1.0,1.0,,,
1670,1.0,,1.0,,,1.0,1.0,,,
1671,2.0,,1.0,,,1.0,1.0,,,
1672,1.0,,1.0,,,,,,,
1673,1.0,,1.0,1.0,1.0,1.0,,,,
1674,,2.0,,1.0,2.0,,,,1.0,1.0
1675,,1.0,,,,,,,,
1676,,,,,,,,,,
1677,,1.0,,1.0,1.0,,,,1.0,1.0
1678,,,,,1.0,,,,,
1679,,,,,,,,,,
1680,1.0,,,,,,,,,
1681,,1.0,,,2.0,,,,2.0,2.0
1682,1.0,,1.0,,1.0,1.0,1.0,,1.0,
1683,,,,,,,,,,
1684,,,,,,,,,,
1685,,,1.0,,,,,,,
1686,1.0,,1.0,,,,,,,
1687,,,,,1.0,,,,1.0,1.0
1688,,,,,1.0,,,,1.0,1.0
1689,,,,,,,,,,
1690,,,,,,,,,,
1691,,,,,,,,,,
1692,,,,,,,,,,
1693,,,,,,,,,,
1694,,,,,1.0,,,,,
1695,,,,,,,,,,
1696,,1.0,,1.0,,1.0,,,,
1697,1.0,1.0,,,,,,,,
1698,,,,,,,,,,
1699,,,,,,,,,,
1700,,,,,,,,,,
1701,1.0,,1.0,,,,,,,
1702,,,,,,,,,,
1703,,,,,1.0,,,,,
1704,,,,,,,,,,
1705,,,,,,,,,,
1706,,,,,,,,,,
1707,,,,,,,,,,
1708,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
1709,,,,,,,,,,
1710,1.0,,,,,,,,,
1711,1.0,,,,,,,,,
1712,1.0,,,,,,,,,
1713,1.0,,1.0,,,,,,1.0,
